a
   RHCl/A    RHpO/A   RHO/A      MRCI+Q/rotated     DW-CAS
                  0.49136155407181730803
                 -0.28099382138105072348
                 -0.10249024585541841037
                 -0.35057034523037033935
                 -0.01913901075022083828
                  0.09699472878989787161
                 -0.17103081861544336406
                  0.24087438970141572536
                  0.01310238420819388912
                  0.06233360772034396424
                 -0.08955308922110977177
                 -0.21837267184156955446
                 -0.18084629017263875728
                 -0.02066001363934277454
                 -0.22587790608168939466
                  0.17367466591809879728
                 -0.34865632082641323519
                 -0.09969316826385452024
                  0.14163739346050632784
                  0.05940795720976378702
                 -0.28571601855217221289
                 -0.31254924853114479655
                  0.26472310664177184369
                  0.14903783157708205831
                 -0.27148465412395739182
                 -0.11702943600213908115
                 -0.24217281280804359156
                 -0.34270803554235684807
                 -0.28751405650693728777
                  0.05699969176724032499
                  0.27497934462838752312
                  0.21712251350901767832
                  0.17330763068012305927
                 -0.13906579733009627464
                  0.00867345805040626618
                 -0.15322462736238517955
                 -0.14100810359770402092
                  0.08344294347496951370
                 -0.22269238822818052115
                  0.25830065388302975160
                  0.06217971801377864677
                  0.15601025800268256138
                  0.25226196177683540833
                 -0.24425621685623830071
                 -0.04197657223717592145
                 -0.30677038869186334935
                 -0.23590749770396832186
                  0.00849201738978822354
                 -0.20255465883706508246
                  0.17124361749913918906
                 -0.32355627363710898203
                  0.01484680617564781285
                 -0.54944641422114326446
                  0.61489517152007311385
                 -0.35625676126618105455
                  0.25925581345015646928
                  0.45792442857481635565
                 -0.06524228465331469162
                  0.93637776360086100169
                 -0.04345127328281528367
                 -0.61651501154444809938
                 -0.36755827971156368461
                 -0.54767435256111574038
                  0.14016116596301245179
                  0.11596242838870254865
                 -0.11649069008897705579
                  0.04487348302692623775
                  0.10506171116543558397
                  0.40659720391205983470
                  0.16527335186519695465
                  0.29727412796512797666
                  0.24540961702608529715
                 -0.13164772728971521620
                  0.13849539582225106615
                  0.43710303936500360944
                  0.06811437536978158513
                  0.22963761778668581592
                  0.41508085962088597798
                  0.52390860057799049088
                  0.07479748543986086684
                  0.10214783042963945792
                  0.47613555852337047236
                  0.04302290860582343168
                 -0.18547955795501530618
                 -0.13285444294502934959
                  0.00407227684604748869
                 -0.21856402564361065988
                 -0.61959294069526493764
                  0.03047007091161111139
                 -0.02609692574575755292
                  0.07380316188529065236
                 -0.40403865982483205821
                 -0.25213196635588541739
                 -0.37891326307767736470
                  0.39333959654734018674
                 -0.20786606908153168471
                  0.00106443466114608250
                 -0.44183337067905437134
                 -0.45391999609160288420
                  0.42413724532228724851
                  0.26956069369924617884
                 -0.27198470760269705115
                 -0.03786675774028429309
                 -0.16743856463158787728
                  0.41648498972956787822
                  0.00766817167957363835
                 -0.06509943595995938692
                 -0.10774957893349434990
                  0.35077112244273656039
                 -0.06240145929535430985
                  0.30982084312955016081
                 -0.18741793470268822142
                 -0.33869974368477068216
                  0.17107331763360025811
                 -0.34150561950114716181
                 -0.49962818893903121475
                 -0.07630662626092563072
                 -0.19500806549463417516
                  0.29290698300364420570
                  0.28116950519483630000
                  0.24871267268583616139
                  0.60792720794133547901
                  0.11852451691985366189
                  0.29188292352644096272
                  0.09413635190850773438
                  0.18631117733308874551
                 -0.28148426912799490163
                  0.32155709615309924221
                  0.06367840958621769076
                  0.08136103544602700521
                  0.50307271415191157082
                 -0.46633655798392992242
                 -0.24337284213058180127
                 -0.33302825755869752689
                 -0.32170932283993725065
                 -0.40521372597445987074
                 -0.13856004101125704575
                  0.13500372639648483553
                 -0.14770625693818656421
                 -0.12314456495465546382
                 -0.15824421549587341929
                  0.11308913957624842916
                 -0.14308869377684582669
                  0.16723697308189208743
                  0.23113127804047287062
                 -0.18678874016604810060
                  0.26549108399624382626
                  0.04777078699491370956
                  0.04391050515183038405
                  0.28619712799650876001
                  0.04352963407248024164
                 -0.28171262387576806452
                 -0.40724828371741444988
                 -0.47089413301374555276
                 -0.44103639223294993643
                  0.47320867300407010170
                 -0.05032010889985422120
                  0.03879533079547498736
                  0.39650498728270044957
                  0.17932477174851255142
                  0.25310692434459125533
                 -0.38521687624773331970
                  0.36952959041995725453
                 -0.27832817125144204695
                 -0.02714090238946748751
                 -0.14235750451028608699
                 -0.27158477211739040502
                 -0.24231852142838383735
                  0.07057080069781505871
                 -0.11882231225500584915
                  0.29230816732488446030
                 -0.11583414735540634166
                 -0.20350223210563120335
                 -0.08520328361182885613
                  0.77400541320482962870
                  0.28712960195088488291
                  0.19784852040536674012
                 -0.19114381323361695486
                 -0.19531331673305962759
                 -0.20421083808315221297
                 -0.41677987217258560815
                  0.09965544426895255048
                 -0.17210221798452102204
                  0.26682387561526971220
                  0.24737140087453945991
                 -0.43711867926727582256
                  0.14994798089063063329
                 -0.26381706925829861987
                  0.07617897969547685055
                  0.19525544245096260187
                  0.14174280111265938342
                  0.11706342283978612984
                 -0.03060077453987613064
                 -0.04454443773381018545
                  0.02032589186853244953
                  0.26351840531431908188
                 -0.20381429174162185580
                  0.07036438759801431908
                  0.23349782067803501184
                 -0.15210536174417041422
                  0.28909570456717004205
                 -0.24611109631069313930
                  0.13289175476386086427
                 -0.46161097384465932247
                  0.14152788307639790899
                  0.10645265237764793553
                 -0.56416403664154046727
                  0.03460488285084473842
                 -0.27457758587006220186
                 -0.28017956580481517825
                 -0.10074622594731522107
                 -0.03682278610793653789
                  0.40296965676539897583
                 -0.22967014159395290895
                  0.37144882014984709206
                  0.42529168431273745021
                  0.59201042342749088387
                 -0.06843412241867755097
                  0.34183056764594271781
                  0.38279892995733733052
                 -0.73622564312673810516
                 -0.26465665648492980866
                  0.39025138306194284699
                 -0.18299942660310419829
                 -0.04520752377825347501
                  0.06220029563565108305
                 -0.04336129292393346019
                  0.06423917937189424499
                  0.36508410598216112231
                  0.29316909021403347868
                 -0.35022753441531406793
                  0.19885113041757265795
                  0.16729068967226579101
                 -0.36434250670299245245
                  0.52030807777101184541
                 -0.27342423615384425784
                 -0.20280170171569755766
                  0.27611615780805687237
                 -0.17502285837106451583
                 -0.04114510268710405705
                  0.08602617364767969899
                 -0.01582913526656935452
                 -0.15043069983917253807
                 -0.05565606159744927728
                 -0.02378970729403373854
                 -0.10101912038291355200
                 -0.10671359583727640929
                 -0.17822334416025434334
                 -0.08561258311433367352
                  0.13663749740551647816
                 -0.20914540554446037213
                  0.13835344062475485316
                  0.46604031214342422906
                  0.50175399204614790083
                  0.30070559246467376546
                 -0.60347503090474963194
                 -0.04748600007052017347
                 -0.08886467489450716739
                 -0.55074175121001500699
                  0.31379715458724821708
                 -0.06555142987227118023
                  0.01188985390905472790
                 -0.14405528250482069197
                  0.32876636960418587075
                 -0.63667414671670552462
                  0.15710234493554289803
                 -0.13306467710192443343
                  0.51795687452862060329
                 -0.16793157479844186830
                 -0.49514432086996784665
                  0.04074796906412763570
                  0.02693901957475564740
                  0.14125231206046037769
                 -0.06795453921875210801
                 -0.75911175796419938511
                  0.52395951935999141025
                 -0.55597876046105165759
                  0.41300833540001335997
                 -0.05084935670974034816
                 -0.50380848371430098087
                  0.42313893013634162887
                  0.39092884006489209137
                  0.47194370635272647752
                  0.21780051692269197794
                 -0.07526692021324452031
                  0.58194880615236643795
                  0.18340132444485637842
                  0.54808774410276916988
                 -0.31099297383202245681
                 -0.03075974999404100518
                 -0.25777608246081684662
                  0.00871136769492427375
                 -0.08449317902924198542
                  0.11599329585074345805
                  0.17884740458361378379
                  0.24603647373705950230
                  0.15805485243739489376
                 -0.23422225517465283806
                  0.33182829981864769842
                 -0.28448095416514129763
                  0.01304211521037604467
                  0.02849129250618031781
                 -0.15148124751328506665
                 -0.32421037929242446651
                 -0.17508960894141481490
                 -0.18973341928885553709
                  0.31523788853005879629
                 -0.16310805178878437505
                 -0.03311982662479497075
                 -0.05008138595402575333
                 -0.11499544163239204531
                 -0.08665287954720125863
                  0.24793037939564990801
                 -0.07919158852728698517
                  0.04296836385618878901
                 -0.04673347635053779620
                 -0.13728172882811934263
                 -0.10663935837457651223
                 -0.39417602398776457884
                 -0.02002370585671506623
                 -0.05535488589054231301
                 -0.31576519037232259057
                 -0.23471517787225235074
                 -0.31534819777802752805
                  0.14070506549830755216
                 -0.34170505943343698618
                 -0.21057044770532229450
                  0.41586281950344494707
                 -0.35271581714281996511
                 -0.06328552803820146344
                 -0.33752021361976441982
                  0.30606331829594268790
                  0.20287474445719666516
                 -0.18474129207344505699
                 -0.01168384753252553650
                  0.11734241820405660883
                  0.16013965052157597135
                  0.19537260930053079733
                 -0.21118864547525470488
                  0.17456754677995983682
                 -0.33731856877651378301
                 -0.17053362900843507810
                 -0.22303877070844146946
                 -0.38009092791911125442
                 -0.06554977427239355725
                  0.40169682846117371611
                  0.15382745578551559884
                  0.63149234454767677605
                  0.41550943326903155839
                  0.43014312294452167196
                 -0.16440456422543550663
                  0.24135937623927211648
                 -0.01648099724591813378
                  0.26960490620123889194
                  0.11275826102591483824
                  0.07788158683129717264
                 -0.03896159553452550189
                  0.15257928386007202359
                 -0.07486127628815249235
                  0.04122718819203920887
                 -0.32258279011571339145
                 -0.06997730547188243944
                  0.15435495594373299655
                 -0.34872516317619112192
                  0.14226900806540720978
                 -0.12614392550992392650
                  0.21944352963238855647
                 -0.15019191260715464287
                 -0.29768718144651895585
                 -0.03766094839294312907
                 -0.00759103691085494508
                  0.27351150507277244284
                 -0.25460702721980887908
                 -0.23777629512335879403
                  0.10867535287446510039
                  0.00412192491377415433
                  0.39607924006404315875
                  0.49083121418888431275
                  0.34999036860063015286
                 -0.09181849798642541249
                  0.13994442568383552716
                  0.35815695978616246542
                  0.08627200690113784320
                  0.04261742627351221280
                  0.02220326279006813730
                  0.13231260007634099152
                 -0.41507181729883962928
                 -0.46718381377774070851
                  0.44792411780579288738
                 -0.10908440562116941686
                 -0.28480801783109771508
                  0.19812132653969630192
                  0.08083185398576193947
                  0.04684151600655596381
                  0.13441211272670910981
                 -0.41187360930877436882
                  0.31789132166434480586
                 -0.10033916349216460973
                 -0.05621651287635669181
                 -0.25142553954488222612
                  0.22059235508015792582
                  0.09892410518722330459
                  0.12195565065753090350
                  0.29770487744463008939
                  0.12936315652941710042
                 -0.30388768481512806741
                 -0.41957868949901461209
                 -0.06279337893691927519
                 -0.40627767478298171255
                 -0.27957720025236765249
                 -0.23756809933640168908
                  0.24796940579127552118
                  0.27973282562824142161
                  0.17129171376716623154
                 -0.21132779376127427962
                  0.41001788310317344166
                  0.21496876678607243494
                  0.07747265231732876345
                 -0.29433006133087369349
                 -0.40476493534538887653
                  0.06804433695630342227
                  0.25653462079163957821
                 -0.08276539175061772835
                  0.26428574441963526009
                 -0.24384746424887768224
                  0.09410341397864455115
                 -0.30744987455715117042
                  0.24512418368558774873
                 -0.37801275001894829586
                  0.16452867248143293599
                 -0.26967165634033585242
                  0.09992787654983174839
                  0.22295551203767996484
                  0.35707549789416109798
                 -0.08166636607916018253
                  0.39824967246348913497
                  0.12251524414226169779
                 -0.31394978120297623025
                  0.21985924271286860776
                 -0.92299514098344181967
                  0.26213867102936933007
                  0.10582691471060994004
                  0.25109335139968230743
                 -0.05002075297062912734
                  0.16847984670214916081
                 -0.15061948154716212067
                 -0.23831614659276356694
                 -0.05115222165010924193
                  0.12316514643342263424
                  0.59473695748699439978
                 -0.06030555893500490899
                 -0.25469129368890447429
                  0.18025593240670290118
                  0.73907110731115943647
                  0.13518044444075680288
                 -0.41612612416268840443
                  0.11958438457871946314
                  0.22917265846235673754
                 -0.49669121645634434215
                 -0.02173096466640114452
                 -0.01240170556008597311
                  0.41465205067215782364
                  0.26839645053773869554
                  0.05302071136851260746
                  0.36288188053037767622
                 -0.00931406934179909891
                  0.29152829246898037674
                  0.13686326654514596735
                 -0.64142982103561818619
                  0.13253259011091855779
                 -0.09748694228838478137
                  0.28229247600341333957
                 -0.13621362740210174458
                  0.76261117234359820927
                 -0.08591773431092206148
                  0.24616638564094653341
                 -0.03074401654132153175
                  0.38035948838678368400
                 -0.15501810565868923142
                  0.35185059916964722682
                  0.11054860404917474237
                 -0.22903791827727726371
                  0.24708340350176946631
                  0.21199064614774892901
                  0.16452580999532545603
                  0.04907648881463119728
                  0.12005191848419133338
                 -0.32735451214991118096
                  0.16475656627648865848
                 -0.01939526989561132092
                 -0.06808391976758992881
                 -0.42436162344173616878
                 -0.16727550571749530417
                 -0.42179000777942976530
                  0.11439470513304073052
                  0.11559891098763590278
                 -0.16912987577031349251
                  0.55398360318701900251
                  0.08076425826777219874
                  0.05516988578755796513
                 -0.33078199565974858443
                 -0.21830519270535819754
                 -0.24448366746115018922
                 -0.04554351001551371070
                 -0.16476153961236592038
                 -0.04764667311577230890
                  0.09528658307354269386
                  0.36854043719920620559
                 -0.51663996918668519953
                  0.27381891462895507905
                 -0.33676516396977873580
                  0.29153323390356405964
                 -0.10320891765556092223
                  0.12143588471636733439
                 -0.40787668899298684666
                  1.04722492323855087548
                  0.20817437920782461136
                 -0.31453536241309792976
                 -0.53444299298354269734
                  0.11129388572733962814
                  0.18169360309515358853
                  0.02300175254101387984
                 -0.15367906269260223073
                  0.07498777738431569584
                 -0.25686822225489269744
                  0.08009750202334373070
                  0.19848971179438038015
                 -0.12917181466339267004
                  0.29788643064240249991
                 -0.18801875922959460086
                 -0.07671187102248822054
                  0.23174140850661717472
                 -0.30125935444473722624
                  0.19562731770259952913
                 -0.43279070189589163853
                 -0.58910323072548442802
                  0.28919096848655734266
                  0.22596917048741205214
                  0.03898494971250287405
                  0.02175204511224356971
                 -0.06650965139069384136
                  0.33952362180283163218
                 -0.33913803430115546655
                 -0.50278076814376226888
                  0.01896860825849466109
                  0.00310844958112606535
                 -0.06756174405505170621
                 -0.29973433339154975652
                 -0.22136306975130248809
                 -0.43756304729010925270
                  0.17733476925277788516
                  0.08040507308166885969
                  0.02297798156872671999
                  0.31748665808773901542
                 -0.62494642704261760269
                  0.35096376344015267623
                 -0.19188457469286629431
                  0.21488597546858162479
                 -0.59594099661905419740
                  0.32124079679380435071
                 -0.15509806464523101521
                  0.07271042008399654366
                 -0.12042304868989320288
                  0.02734367232766116151
                  0.40923511351591873586
                  0.07792041029290378007
                  0.08880206193821622851
                  0.22773436683921247092
                 -0.04246994668019096753
                  0.04500835028497083418
                  0.55833274105424557376
                 -0.38096384993979548472
                  0.10301481942146696602
                 -0.18648178776611534779
                  0.03143908418535895644
                 -0.14913999529541580036
                 -0.15641731368871675256
                 -0.53523938283563998741
                 -0.14697248490277922683
                  0.28695833309840912406
                  0.24900077184589097801
                  0.12598683815173986056
                  0.28318115271990601522
                  0.29828607886357078049
                  0.13424909074164398382
                 -0.17357208391432643602
                 -0.27384506987440726533
                  0.34682260816006427184
                 -0.46125763118301582599
                  0.20913992239992343358
                  0.07553859864713417804
                  0.13776204471388905914
                 -0.34508179855603310360
                  0.20051013829306679748
                 -0.05007620482850074634
                  0.01329612002114251811
                 -0.14770261158755704223
                 -0.21000767783860666005
                  0.13789351017085332840
                  0.34355204906947806043
                 -0.16479680972607968492
                 -0.07965669359231046520
                 -0.02468910833464227697
                  0.30607550827006757554
                 -0.23284094779798242270
                  0.57196175515179026316
                 -0.46504892690871907357
                  0.18108748266094978896
                  0.19222040368291973267
                  0.09048073865553918349
                 -0.12236937370817956017
                  0.03070075223609525922
                  0.03614639156998562808
                  0.24330876364456413552
                  0.02523769305016883638
                  0.01191555015034103000
                 -0.11660192448055746450
                  0.38362080620160626809
                  0.14277683348611808212
                 -0.40499768344535552744
                  0.24008459951227884011
                  0.25316014862351848835
                  0.12249368098257062965
                  0.65827539820438096818
                 -0.20577166110655945030
                  0.17731747657025218046
                  0.16095638458092639822
                 -0.01048533577114388500
                  0.05407998499939529330
                 -0.01686094608738011175
                 -0.18220687966139162417
                 -0.13441952985910887719
                 -0.48111353876147272546
                 -0.06410146174134923047
                 -0.03518382452042364411
                 -0.40133393531695699119
                  0.31302432093867205154
                 -0.00882759202014932361
                  0.29688190972056621719
                  0.15964558103161366476
                  0.02826209087428892264
                 -0.07840356546080382016
                 -0.20515503128177245418
                 -0.08154485261334908086
                  0.27754842460018502859
                 -0.03066385514906348059
                  0.37167650172394339769
                 -0.02641093242236898161
                 -0.32839740118390681189
                 -0.32484416707863994489
                 -0.08748147273795131573
                 -0.00104931997013377144
                 -0.21377530904382108234
                 -0.26318731918925519775
                  0.37644442544006134765
                  0.39396932913867416248
                  0.16022352157137964568
                  0.06870136357710369956
                  0.30959188539678067498
                 -0.25182731871505931176
                  0.18999958332351435386
                 -0.40169777884930624179
                  0.25971584510031492377
                  0.27476036308277212994
                  0.00521877822372552886
                  0.05415298669269447834
                 -0.23341486416624523947
                 -0.08535817365549223934
                  0.41797416921846924920
                 -0.21177922355255793252
                  0.17955603929785002304
                 -0.25191866897657833047
                 -0.10543939933670108677
                  0.00531184016751073441
                 -0.21400573408825446231
                 -0.23713022752972498508
                  0.28349308451253923957
                  0.15140535293960105667
                 -0.34065841129492280270
                  0.34287372702927859658
                  0.35194378348368343667
                  0.49403906110472350921
                  0.23959987380187436345
                 -0.32410858657994295884
                 -0.21698956204848565688
                  0.30494640727527866364
                 -0.05728433052449679458
                  0.07685681208778427642
                 -0.38669349320607931952
                  0.01881439351269428503
                  0.22593813029587450636
                 -0.07105253835148986341
                 -0.32802149329028701397
                 -0.31590433497251774186
                  0.17362838956658235845
                  0.03194754592304133167
                  0.42751861456158635200
                 -0.05365136251944052637
                  0.40413866176060353474
                  0.12800627474118028704
                  0.01318786158717149409
                  0.36197829557900407238
                 -0.07708634915282683298
                  0.21041301221413893918
                  0.33090989502516438003
                  0.13168099710674735503
                  0.23481434782149118723
                  0.25153325167994400324
                 -0.28239124827625594616
                  0.13210861743908278165
                  0.32108799363374529445
                 -0.27692105008741330074
                  0.26025923927030364391
                  0.32343846949680260527
                 -0.12100998369746161776
                 -0.12745926025325016173
                 -0.25427113334030337910
                  0.14330513580675854901
                 -0.15426126455199154486
                  0.11327329312858053223
                  0.08929450446375666872
                  0.00297227844015178488
                  0.29019812414930379330
                 -0.04593324780788622663
                  0.12962196291526514869
                 -0.03089388936647500389
                  0.18190266619945075210
                 -0.15534697011278009171
                  0.20161568336180746286
                  0.24052049662547697606
                  0.14988294760433196195
                  0.17889963660818239410
                  0.03962450807234696448
                 -0.32621970251575022059
                  0.34100553938459982062
                  0.12857022123235298250
                  0.32969886577422385932
                 -0.15852446627447583372
                  0.14484088579954126907
                 -0.26401138721010369848
                  0.25876120370817728977
                  0.13276742361897941880
                  0.24073825315206501263
                 -0.33612351242330096301
                 -0.13446155616480770512
                  0.23478323224820979442
                 -0.08767375673194653662
                  0.23309481512245866508
                  0.21183568060535312716
                  0.11959170335891289305
                  0.21628319711741658682
                 -0.25570485430942152538
                  0.33584743718795234679
                  0.02007120147864554713
                  0.35849458907028175503
                 -0.01514655157133427792
                 -0.23917269505686933329
                 -0.05381699684129558764
                 -0.24363402601065115016
                  0.01354252911231442272
                 -0.26215548711928149395
                  0.19559503253196663941
                 -0.21355547764671140021
                  0.32553987282154756011
                 -0.08522953772738453559
                  0.06741869426370222795
                  0.04830270314195526937
                  0.25896732217381435159
                  0.08277867906331055903
                  0.23882940768858035296
                  0.36484071772566256664
                  0.14054864589540494446
                  0.13525681927968846718
                  0.21619750424592656945
                 -0.08942777873223989316
                 -0.26186002553917220315
                  0.09218756480844364498
                 -0.15915954557839218086
                  0.28193900079455003205
                  0.40611410798623853724
                 -0.30584880499775418672
                 -0.27628950596122503480
                  0.16481764896714931612
                  0.22627183614860765792
                  0.36858863820366755126
                  0.04452897010773849973
                 -0.04047840626501855027
                 -0.02459834321540814092
                  0.25122404905393291852
                  0.27983747130828084959
                  0.29820505891725151981
                 -0.23967602322759073985
                  0.17559565019908732197
                 -0.28385822235505597799
                 -0.15295077339338483680
                 -0.23957526987674593322
                 -0.14349706123033117988
                  0.34265571090620700057
                  0.36471457899235343314
                 -0.06234998524919756202
                  0.13243227688314998525
                  0.24867419110587943298
                  0.05263417574489048789
                  0.18824984609716055584
                 -0.04982780230064012827
                 -0.36357569852420057455
                 -0.09226638486776891912
                 -0.22197279848453330131
                  0.10896040866025620553
                  0.10555158896906298438
                  0.10656219272633001005
                  0.07611179949960708568
                  0.29133890348599816855
                  0.04464284671728124126
                 -0.17467160549512400491
                 -0.41429169343790800406
                 -0.02801736838333420201
                  0.36638659460403688595
                 -0.01735316494249873262
                 -0.11528373518120454966
                 -0.14615555721114054100
                 -0.23935135492150336201
                  0.35030741346334121067
                 -0.45902953539916285797
                  0.00748551959471088595
                  0.23305040477483335293
                  0.22595509081205597535
                  0.12411402756481892951
                 -0.33924740451589180390
                 -0.28270930725731874267
                 -0.16060175593403341887
                  0.03381973354738249810
                 -0.10470685388391816339
                  0.30056441996350552470
                  0.30209949575924771592
                 -0.39599360822727258657
                 -0.07279341870318872809
                 -0.24525380671480703776
                 -0.22221633524752951172
                 -0.02733001638950930540
                 -0.43800867360274337026
                  0.15243537158069508930
                 -0.44038152101541655492
                  0.21704456798689036878
                  0.10514392664862061422
                 -0.08698613987487693877
                 -0.28606230963609524665
                  0.20308181443777273412
                  0.13568512342708310969
                 -0.53821625671715811468
                  0.14638744456119504034
                  0.29125363251366676032
                 -0.25140479388302633401
                  0.26267919428648467406
                 -0.25012200279189139573
                 -0.25215249041942261465
                  0.26180228533714228201
                 -0.04016927617505497428
                  0.00352573563537355228
                  0.34915018005506792687
                 -0.26318076383588095979
                  0.21121581303340741798
                  0.46715171904269320313
                  0.09651026442090344937
                  0.49626841670787114058
                  0.19867652057452903080
                  0.26126875449449543654
                 -0.27259387326921519223
                  0.01554552677193378821
                 -0.30143222414048004287
                  0.03381826676342578747
                  0.11389532861715941092
                 -0.17498257263318561794
                  0.28781342347827948425
                  0.27859663539857565384
                  0.04226501653620459709
                  0.07023255689062446461
                  0.26102808263779264664
                 -0.26396969281907367577
                 -0.21708290519698664189
                 -0.14668876371715239282
                  0.48257889197106507151
                 -0.14189424402232939104
                 -0.31701489109413732992
                  0.27998715770973803263
                 -0.25423922766811318796
                  0.62589616355915667079
                 -0.12813980901083651953
                  0.13504888842338585997
                 -0.20984251816841439919
                 -0.56275968000404674729
                  0.29702940446500336602
                 -0.58683967296484829124
                  0.39279573438133735808
                 -0.09090005174570164881
                  0.10168255026393881180
                  0.30833736195631533672
                 -0.21628107918658093234
                  0.11145613251939898158
                  0.06137316313111825655
                 -0.13795203597815650087
                  0.09231804477589043711
                 -0.28010033443420362387
                  0.47660288167123626701
                 -0.15448328824519516611
                  0.00828871004068429743
                  0.22253921326891099031
                 -0.30325382726581384674
                  0.01795728469002648084
                 -0.08815888684207420778
                 -0.17603257913987976901
                  0.01250698395505072009
                  0.38787205419842119003
                  0.32054227588180855824
                 -0.00015203237419813772
                 -0.43695764936158043579
                 -0.19463830496885339838
                  0.28565640027089461706
                  0.02221155820801634997
                  0.22677829726549073031
                 -0.04760014968978156652
                  0.05253771057655651222
                 -0.27778311616773854187
                 -0.44025291497241425542
                  0.17374990289191505344
                 -0.25861883161187393387
                  0.26230304078467281403
                 -0.31778725895589610140
                  0.04577801913379797583
                 -0.15512896558562952465
                 -0.19344426774365211519
                  0.07495688513487382132
                 -0.19239614763443979584
                  0.12134672296793982960
                  0.28648441432161803055
                 -0.10799794651677228907
                 -0.23067579145006045227
                 -0.06895954729069336819
                 -0.42487883255338998456
                  0.24175098651274887218
                 -0.00273088248870833467
                  0.32469390214358356817
                 -0.34357977218614593751
                  0.19700420216946470942
                 -0.35106313942559502772
                 -0.06287338964998867574
                  0.05538160292091562353
                 -0.01046251424711730667
                 -0.16316451441162768687
                 -0.10057225284391618780
                 -0.31907220603973446282
                  0.05973879742999249620
                  0.15953810560213643743
                  0.29089161262183377277
                  0.04105443039233153818
                 -0.26559481232723353150
                 -0.16561300737168691000
                 -0.29261537382793406659
                  0.00976679093118529816
                 -0.21514326106107703462
                  0.06644095586665026143
                 -0.34507699086015830581
                 -0.03603150368479938331
                 -0.07396046912355348779
                 -0.34280344960249764519
                  0.05809915115837573085
                  0.12185493967949906358
                  0.04689654287057159338
                  0.34302787935709272427
                 -0.23102228695494875232
                  0.28179609005923178522
                 -0.24620230233847353873
                  0.31562875657729805301
                 -0.13362666740092973838
                  0.15690630872042546362
                  0.29615322575351554768
                 -0.18963664451688999613
                  0.24203582094439024530
                 -0.18514994051783556506
                 -0.19546975026971474820
                  0.31386334655016046025
                  0.11175450451408711072
                 -0.22068040989590859136
                  0.10943324441144421100
                 -0.32634173225099660787
                 -0.28911957579027680598
                  0.11204555117064311787
                 -0.30051478533540082472
                  0.36086265867643058103
                 -0.15853674850563792553
                  0.14044869556154468415
                 -0.26680994799999008249
                 -0.06173891867769891462
                  0.12846594512617945383
                 -0.05452578545985860281
                 -0.01172710410768136764
                  0.19267989819604192103
                  0.42647860372558249464
                  0.10674103445803020951
                 -0.40555819878004173429
                  0.25282607307595506008
                 -0.26950246842779101986
                 -0.38138274845783787237
                 -0.28302330802994429826
                  0.11484811349125031987
                 -0.39386248222358827276
                  0.32968792673759533818
                  0.08330908753830700009
                 -0.28723858185678968757
                 -0.23962339521473993709
                  0.06013504305191658128
                 -0.21162956732401733140
                 -0.31520480737088180101
                  0.41470267907837882193
                 -0.12338979619807435850
                  0.07527013972569385203
                 -0.47933167749053345874
                  0.11611368089198227660
                  0.06469330823260703578
                  0.05533562633793265989
                 -0.10281630045936075712
                  0.07707392965640726123
                  0.39427466184419596162
                  0.49888352010633552069
                 -0.00384401808059134419
                  0.46058479370031352174
                 -0.13908077695590792544
                 -0.15153209735275080527
                  0.17537828167592767192
                  0.28924324961038083703
                  0.21311876539519300500
                 -0.39836010563220314307
                 -0.00712680094152657109
                  0.26942478842930539518
                 -0.00138943068898755026
                  0.01626046420440801360
                  0.27361320094655100510
                  0.09812323594230770718
                  0.10327489335539788429
                  0.20216741645251706805
                  0.03159930955424861826
                 -0.17812400942043898899
                  0.29871749459753899059
                  0.37310530296369703862
                 -0.01805474572943236225
                  0.47175568660864036774
                  0.24011883856808166615
                  0.01998964610950810725
                  0.36047836455145804146
                  0.39346066023923564892
                 -0.33354957773845111957
                 -0.17323923657298137546
                  0.05118876178346692951
                  0.21761053912492739348
                  0.07436261480339512175
                 -0.03421796063512971831
                 -0.14505190689063368614
                  0.40076396749199144631
                 -0.17367398792060370627
                 -0.45210082316434840877
                  0.21969581724126455158
                  0.20563841009085559453
                 -0.59421927609761004963
                 -0.06745520778100264070
                  0.14787258147957146881
                  0.49276055363215898186
                  0.27328303196346442894
                  0.11385515396982477665
                 -0.23075650767238897743
                  0.29296341282585275367
                 -0.65394719912075915946
                 -0.22288901233854593875
                  0.19630336078095095287
                  0.08416938314954265643
                 -0.00714913194251027249
                 -0.08485306292697560038
                 -0.37232903917597448551
                  0.07127597810940916601
                 -0.52546892176754012027
                 -0.17762377417340180497
                  0.21372684046641438060
                 -0.03733044557847370326
                 -0.49772298082784249829
                  0.19381032165196218631
                  0.36982229342852662723
                 -0.49706199705756271001
                 -0.18176973689825429159
                 -0.09601383952309784642
                 -0.11438266155420895309
                  0.53225591717403397674
                 -0.37160294098636059701
                  0.31894345104177329597
                 -0.11140719284852518278
                 -0.27055749766905201614
                  0.30041953931511500286
                 -0.17452470121143603965
                 -0.05811281782116190647
                 -0.18124042570027740218
